Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Error | Event ID : 0 | Event Name :  | Formatter : The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.7.0 Authentication Required. Learn more at
Date: 6/10/2021 9:59:09 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 9:59:11 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 9:59:11 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 9:59:56 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 9:59:56 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 9:59:56 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 9:59:58 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 9:59:58 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 9:59:58 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 9:59:59 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 10:00:00 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 10:01:01 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 10:01:01 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 10:01:01 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 10:01:02 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:01:02 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:01:02 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:01:04 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 10:01:04 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 10:02:35 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 10:02:35 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 10:02:35 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 10:02:36 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:02:36 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:02:36 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:02:38 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 10:02:38 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 10:05:20 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 10:05:20 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 10:05:20 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 10:05:21 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:05:21 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:05:21 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:05:23 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 10:05:23 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 10:07:31 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 10:07:31 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 10:07:32 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 10:07:33 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 10:07:33 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
